"","sector","StartDate","Category","activity","Indicator","Indicator2","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"13030","PROTECTION","29/2/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","  who access case management and multi-sectoral services","#  of SYRIAN_BOYS_IN_CAMPS survivors of SGBV  who access case management and multi-sectoral services","ZARQA","Boys","TDH","Camp    - ","Indirect appeal","UNICEF","Yes","1","1712",0,"# boys","Emirati Jordanian Camp (EJC)","North","Urban"
"4892","PROTECTION","31/1/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","  who access case management and multi-sectoral services","#  of SYRIAN_BOYS_IN_URBAN survivors of SGBV  who access case management and multi-sectoral services","IRBID","Boys","IRC","   Urban areas - ","Direct appeal","IRC","Yes","1","1707",0,"# boys","Irbid Governorate","North","Urban"
"6584","PROTECTION","29/2/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","  who access case management and multi-sectoral services","#  of SYRIAN_BOYS_IN_URBAN survivors of SGBV  who access case management and multi-sectoral services","IRBID","Boys","IRC","   Urban areas - ","Direct appeal","IRC","Yes","1","1707",0,"# boys","Irbid Governorate","North","Urban"
"10397","PROTECTION","31/1/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","  who access case management and multi-sectoral services","#  of SYRIAN_BOYS_IN_URBAN survivors of SGBV  who access case management and multi-sectoral services","MAFRAQ","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",3,"# boys","Liwa Qasabat al Mafraq","North","Urban"
"10461","PROTECTION","29/2/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","  who access case management and multi-sectoral services","#  of SYRIAN_BOYS_IN_CAMPS survivors of SGBV  who access case management and multi-sectoral services","MAFRAQ","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",2,"# boys","Liwa Qasabat al Mafraq","North","Urban"
"10530","PROTECTION","31/1/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","  who access case management and multi-sectoral services","#  of SYRIAN_BOYS_IN_CAMPS survivors of SGBV  who access case management and multi-sectoral services","MAFRAQ","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",9,"# boys","Liwa Qasabat al Mafraq","North","Urban"
"10536","PROTECTION","29/2/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","  who access case management and multi-sectoral services","#  of SYRIAN_BOYS_IN_URBAN survivors of SGBV  who access case management and multi-sectoral services","MAFRAQ","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",2,"# boys","Liwa Qasabat al Mafraq","North","Urban"
"12672","PROTECTION","31/1/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","  who access case management and multi-sectoral services","#  of SYRIAN_BOYS_IN_URBAN survivors of SGBV  who access case management and multi-sectoral services","ZARQA","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",4,"# boys","Liwa Qasabat Az Zarqa","North","Urban"
"13082","PROTECTION","31/1/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","  who access case management and multi-sectoral services","#  of SYRIAN_BOYS_IN_CAMPS survivors of SGBV  who access case management and multi-sectoral services","ZARQA","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",8,"# boys","Liwa Qasabat Az Zarqa","North","Urban"
"13372","PROTECTION","29/2/2016","SGBV","[REF.1.3.2]Acess to multi-sector services","  who access case management and multi-sectoral services","#  of SYRIAN_BOYS_IN_CAMPS survivors of SGBV  who access case management and multi-sectoral services","ZARQA","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",12,"# boys","Liwa Qasabat Az Zarqa","North","Urban"
